property_name,property_type,baths,baths_1qtr,baths_3qtr,baths_full,baths_half,beds,garage,lot_sqft,name,sold_date,sold_price,sqft,stories,sub_type,type,year_built,is_foreclosure,is_price_reduced,is_new_listing,is_new_construction,price_reduced_amount,property_id,list_price,listing_id,list_date,street_address,city,state,country,county_name,postal_code,latitude,longitude
Berkshire Hathaway HomeServices PenFed Realty,Office,4.0,,,4.0,,4.0,2.0,61196.0,,2023-12-21,850000.0,4415.0,2.0,,single_family,1975.0,,,False,,,6412748738,865000.0,2960607690,2023-10-17T03:56:48.000000Z,929 Coachway,Annapolis,MD,,Anne Arundel,21401,39.01595,-76.55609
Long & Foster Annapolis Bestgate,Office,2.0,,,2.0,,3.0,,8030.0,,2023-12-21,450000.0,1526.0,2.0,,single_family,1947.0,,,False,,,6854520038,385000.0,2962067957,2023-11-30T05:12:52.000000Z,1306 President St,Annapolis,MD,,Anne Arundel,21403,38.961604,-76.494087
Long & Foster Annapolis Fine Homes,Office,3.0,,,3.0,,4.0,2.0,20300.0,,2023-12-20,1195000.0,2433.0,2.0,,single_family,1967.0,,,False,,,6389583843,1050000.0,2962344663,2023-12-08T20:43:43.000000Z,246 Puritan Pl,Annapolis,MD,,Anne Arundel,21409,38.997901,-76.461299
Maryland Realty Connection,Office,2.0,,,1.0,1.0,3.0,,,,2023-12-20,219000.0,1096.0,2.0,condo,condos,1965.0,,False,False,,11500.0,6683514146,218500.0,2958946415,2023-08-22T20:23:03.000000Z,24 Georgetown Ct Unit 24,Annapolis,MD,,Anne Arundel,21403,38.949734,-76.488157
Long & Foster Bethesda All Points,Office,2.0,,,2.0,,2.0,,,,2023-12-18,518444.0,1280.0,1.0,condo,condos,1986.0,,False,False,,25000.0,5989886585,525000.0,2960242026,2023-10-04T16:24:05.000000Z,7004 Channel Village Ct Apt 101,Annapolis,MD,,Anne Arundel,21403,38.960498,-76.474847
Long & Foster Annapolis Fine Homes,Office,2.0,,,2.0,,2.0,,,,2023-12-18,395000.0,1157.0,1.0,condo,condos,2009.0,,,False,,,9966993741,395000.0,2961552445,2023-11-11T05:13:42.000000Z,1505 Broadneck Pl Unit 2-303,Annapolis,MD,,Anne Arundel,21409,39.028557,-76.446632
Exp Realty,Office,2.0,,,2.0,,4.0,,9000.0,,2023-12-15,430000.0,1860.0,3.0,,single_family,1975.0,,False,False,,20000.0,6842015129,430000.0,2960481722,2023-10-12T13:57:24.000000Z,975 Dogwood Tree Dr,Annapolis,MD,,Anne Arundel,21409,39.043083,-76.448033
"Real Broker, LLC",Office,5.0,,,4.0,1.0,4.0,3.0,15865.0,,2023-12-14,895000.0,5766.0,3.0,,single_family,2007.0,,,False,,,6642478323,935000.0,2960055548,2023-09-28T04:18:31.000000Z,903 Scupper Ct,Annapolis,MD,,Anne Arundel,21401,38.973362,-76.584406
Legend Real Estate,Office,3.0,,,2.0,1.0,3.0,1.0,9000.0,,2023-12-13,600000.0,2016.0,3.0,,single_family,1973.0,,,False,,,6152162523,600000.0,2958606213,2023-08-11T23:11:29.000000Z,803 Windgate Dr,Annapolis,MD,,Anne Arundel,21409,39.043627,-76.456845
Compass,Office,2.0,,,2.0,,2.0,,,,2023-12-11,287500.0,1016.0,1.0,condo,condos,1969.0,,,False,,,6264131731,279900.0,2961339349,2023-11-03T18:32:33.000000Z,1101 Primrose Ct Apt 103,Annapolis,MD,,Anne Arundel,21403,38.965042,-76.500183
Berkshire Hathaway HomeServices PenFed Realty,Office,2.0,,,2.0,,2.0,,,,2023-12-08,999999.0,1391.0,2.0,condo,condos,1974.0,,,False,,,6151523927,950000.0,2961613630,2023-11-14T05:14:35.000000Z,10 President Point Dr Unit B3,Annapolis,MD,,Anne Arundel,21403,38.971958,-76.49334
Long & Foster Annapolis Eastport,Office,3.0,,,2.0,1.0,3.0,1.0,2040.0,,2023-12-08,520000.0,2092.0,2.0,townhouse,townhomes,1988.0,,,False,,,5986564047,529900.0,2958376420,2023-08-04T15:41:30.000000Z,1019 Sextant Ct,Annapolis,MD,,Anne Arundel,21401,38.97954,-76.591606
Long & Foster Annapolis Bestgate,Office,1.0,,,1.0,,2.0,,10000.0,,2023-12-08,430000.0,2580.0,2.0,,single_family,1965.0,,False,False,,20000.0,6553960766,449900.0,2960305218,2023-10-06T04:16:41.000000Z,327 Edgemere Dr,Annapolis,MD,,Anne Arundel,21403,38.94187,-76.488286
Long & Foster Annapolis Eastport,Office,3.0,,,3.0,,4.0,2.0,15028.0,,2023-12-08,550000.0,1590.0,2.0,,single_family,1978.0,,,False,,,6737309203,540000.0,2961356544,2023-11-04T03:50:24.000000Z,989 Sherwood Forest Rd,Annapolis,MD,,Anne Arundel,21401,39.015521,-76.565816
Engel & Volkers Annapolis,Office,2.0,,,2.0,,2.0,,,,2023-12-06,343000.0,1103.0,1.0,condo,condos,1987.0,,False,False,,9900.0,9003758152,350000.0,2960431550,2023-10-11T03:55:12.000000Z,1136 Lake Heron Dr Unit 2A,Annapolis,MD,,Anne Arundel,21403,38.956017,-76.475189
Long & Foster Annapolis Fine Homes,Office,2.0,,,1.0,1.0,4.0,,6501.0,,2023-12-05,420000.0,1560.0,3.0,,single_family,1977.0,,,False,,,6072052119,409000.0,2961535923,2023-11-10T20:06:45.000000Z,418 Blossom Tree Ct,Annapolis,MD,,Anne Arundel,21409,39.02769,-76.470112
Redfin Corp,Office,2.0,,,1.0,1.0,2.0,1.0,1826.0,,2023-12-05,999999.0,1361.0,4.0,townhouse,townhomes,1923.0,,,False,,,5464302681,995000.0,2961291198,2023-11-02T15:05:48.000000Z,77 Conduit St,Annapolis,MD,,Anne Arundel,21401,38.975226,-76.492562
"Next Step Realty, LLC.",Office,2.0,,,2.0,,3.0,,9000.0,,2024-01-12,433000.0,1612.0,1.0,,single_family,1965.0,,,False,,,6798227646,425000.0,2962534308,2023-12-14T01:53:59.000000Z,989 Dogwood Tree Dr,Annapolis,MD,,Anne Arundel,21409,39.043057,-76.445718
Long & Foster Annapolis Bestgate,Office,0.0,,,,,,,64226.0,,2024-01-12,224825.0,,,,land,,,,False,,,9753649228,275000.0,2951620154,2023-01-20T05:14:03.000000Z,1907 Mackiebeth Ct,Annapolis,MD,,Anne Arundel,21401,38.991707,-76.589478
Coastal Realty Maryland,Office,3.0,,,2.0,1.0,5.0,2.0,85813.0,,2024-01-12,810000.0,2774.0,3.0,,single_family,1986.0,,,False,,,5041760606,800000.0,2961613675,2023-11-14T05:14:35.000000Z,1842 Northbridge Ln,Annapolis,MD,,Anne Arundel,21401,39.004459,-76.554262
Redfin Corp,Office,3.0,,,3.0,,4.0,,15660.0,,2024-01-11,599000.0,2164.0,2.0,,single_family,1978.0,,False,False,,30100.0,6029118605,599900.0,2957944525,2023-07-22T01:11:01.000000Z,318 Cedar Ln,Annapolis,MD,,Anne Arundel,21403,38.94141,-76.490913
Douglas Realty LLC,Office,4.0,,,4.0,,6.0,,33105.0,,2024-01-11,777000.0,4148.0,1.0,,single_family,1986.0,,,False,,,6618333570,787000.0,2960027868,2023-09-27T14:37:51.000000Z,1704 Tree House Ct,Annapolis,MD,,Anne Arundel,21401,39.004569,-76.550551
Long & Foster Annapolis Bestgate,Office,3.0,,,2.0,1.0,3.0,2.0,7500.0,,2024-01-11,460000.0,2380.0,3.0,,single_family,1992.0,,,False,,,5582202677,525000.0,2962635382,2023-12-19T14:31:42.000000Z,3428 Narragansett Ave,Annapolis,MD,,Anne Arundel,21403,38.922477,-76.463164
Douglas Realty LLC,Office,3.0,,,2.0,1.0,3.0,,,,2024-01-10,289900.0,1620.0,3.0,condo,condos,1999.0,,,False,,,5485469737,299900.0,2962252258,2023-12-06T00:47:17.000000Z,30 Ironstone Ct Apt L,Annapolis,MD,,Anne Arundel,21403,38.952835,-76.506462
Long & Foster Annapolis Bestgate,Office,2.0,,,2.0,,4.0,,8470.0,,2024-01-09,625000.0,1690.0,4.0,,single_family,1960.0,,,False,,,6191025826,649000.0,2960067035,2023-09-28T15:07:40.000000Z,1215 Van Buren Dr,Annapolis,MD,,Anne Arundel,21403,38.962815,-76.4967
Monument Sotheby's International Realty,Office,8.0,,,6.0,2.0,5.0,2.0,266587.0,,2024-01-09,7400000.0,9571.0,4.0,,single_family,1997.0,,False,False,,345000.0,5377351791,7950000.0,2959652091,2023-09-14T04:15:24.000000Z,3200 Arundel on the Bay Rd,Annapolis,MD,,Anne Arundel,21403,38.932517,-76.48101
Coastal Realty Maryland,Office,3.0,,,2.0,1.0,4.0,,3652.0,,2024-01-09,380000.0,1649.0,3.0,townhouse,townhomes,1981.0,,False,False,,10000.0,5400075792,400000.0,2960077642,2023-09-28T19:07:03.000000Z,201 Georgetown Rd,Annapolis,MD,,Anne Arundel,21403,38.952025,-76.486129
Long & Foster Annapolis Eastport,Office,2.0,,,2.0,,4.0,,15483.0,,2024-01-09,985000.0,1848.0,2.0,,single_family,1953.0,,,False,,,6022099309,985000.0,2962529490,2023-12-13T22:23:57.000000Z,345 Dewey Dr,Annapolis,MD,,Anne Arundel,21401,38.98954,-76.51154
Douglas Realty LLC,Office,2.0,,,2.0,,3.0,1.0,5850.0,,2024-01-08,555000.0,1272.0,3.0,,single_family,1983.0,,,False,,,5228770552,555000.0,2962068083,2023-11-30T05:12:52.000000Z,1008 Hyde Park Dr,Annapolis,MD,,Anne Arundel,21403,38.955338,-76.480857
Berkshire Hathaway HomeServices PenFed Realty,Office,2.0,,,2.0,,3.0,,19115.0,,2024-01-08,452500.0,1713.0,2.0,,single_family,1961.0,,,False,,,6733880736,450000.0,2961367479,2023-11-04T18:34:53.000000Z,35 Lincoln Pkwy,Annapolis,MD,,Anne Arundel,21401,38.997288,-76.529406
Long & Foster Annapolis Eastport,Office,2.0,,,2.0,,2.0,1.0,2160.0,,2024-01-05,410000.0,1234.0,1.0,townhouse,townhomes,1992.0,,False,False,,35000.0,5986414983,414900.0,2962074825,2023-11-30T14:36:28.000000Z,930 Beacon Way,Annapolis,MD,,Anne Arundel,21401,38.98222,-76.580027
Long & Foster Annapolis Fine Homes,Office,3.0,,,3.0,,4.0,,39204.0,,2024-01-05,555000.0,3800.0,4.0,,single_family,1900.0,,False,False,,50000.0,5630275743,600000.0,2960305130,2023-10-06T04:16:41.000000Z,121 Riverview Ave,Annapolis,MD,,Anne Arundel,21401,38.999687,-76.508811
"Exp Realty, LLC",Office,4.0,,,3.0,1.0,3.0,2.0,2312.0,,2024-01-04,580000.0,2980.0,3.0,townhouse,townhomes,2013.0,,False,False,,9901.0,6415608737,589999.0,2960055743,2023-09-28T04:18:31.000000Z,540 Deep Creek Vw,Annapolis,MD,,Anne Arundel,21409,39.040765,-76.463131
Mbr Realty Group Llc,Office,3.0,,,2.0,1.0,3.0,,1206.0,,2024-01-02,370000.0,1518.0,2.0,townhouse,townhomes,1977.0,,,False,,,6175784056,375000.0,2961844821,2023-11-20T05:12:39.000000Z,2 Woodward Ct,Annapolis,MD,,Anne Arundel,21403,38.961483,-76.504746
Engel & Volkers Annapolis,Office,2.0,,,2.0,,4.0,1.0,11165.0,,2023-12-29,450000.0,1100.0,2.0,,single_family,1965.0,,,False,,,6823866615,450000.0,2962360999,2023-12-09T16:35:05.000000Z,408 Hillsmere Dr,Annapolis,MD,,Anne Arundel,21403,38.938239,-76.495168
COMPASS,Office,2.0,,,2.0,,2.0,,,,2023-12-28,372500.0,1577.0,2.0,condo,condos,1996.0,,,False,,,9057543188,375000.0,2961729791,2023-11-16T13:15:52.000000Z,617 Admiral Dr Unit 5402,Annapolis,MD,,Anne Arundel,21401,38.991646,-76.530273
Long & Foster Annapolis Eastport,Office,3.0,,,3.0,,5.0,,9350.0,,2023-12-28,700000.0,2400.0,2.0,,single_family,1969.0,,,False,,,6290688255,699000.0,2961814009,2023-11-18T10:50:32.000000Z,1903 Lindamoor Dr,Annapolis,MD,,Anne Arundel,21401,39.000649,-76.513571
Market Real Estate,Office,2.0,,,1.0,1.0,1.0,,1216.0,,2023-12-27,314000.0,1086.0,3.0,townhouse,townhomes,1983.0,,,False,,,5621919948,325000.0,2961972950,2023-11-27T05:15:07.000000Z,2 Tiburon Ct,Annapolis,MD,,Anne Arundel,21403,38.960423,-76.509244
Long & Foster Annapolis Fine Homes,Office,4.0,,,3.0,1.0,3.0,,,,2023-12-27,459900.0,2106.0,3.0,condo,condos,1997.0,,,False,,,6247127517,459900.0,2961321070,2023-11-03T04:14:35.000000Z,775 Howards Loop,Annapolis,MD,,Anne Arundel,21401,38.995391,-76.522433
Long & Foster Annapolis Eastport,Office,3.0,,,2.0,1.0,3.0,,1024.0,,2023-12-27,365000.0,1746.0,3.0,townhouse,townhomes,1977.0,,,False,,,6104196180,365000.0,2961633244,2023-11-14T18:08:02.000000Z,19 Woodward Ct,Annapolis,MD,,Anne Arundel,21403,38.961995,-76.505265
RE MAX Professionals,Office,3.0,,,2.0,1.0,3.0,2.0,33316.0,,2023-12-22,565000.0,2596.0,3.0,,single_family,1976.0,,,False,,,5386097915,535000.0,2960264046,2023-10-05T03:42:44.000000Z,2823 Southaven Rd,Annapolis,MD,,Anne Arundel,21401,38.965617,-76.586751
Berkshire Hathaway HomeServices PenFed Realty,Office,4.0,,,4.0,,4.0,2.0,61196.0,,2023-12-21,850000.0,4415.0,2.0,,single_family,1975.0,,,False,,,6412748738,865000.0,2960607690,2023-10-17T03:56:48.000000Z,929 Coachway,Annapolis,MD,,Anne Arundel,21401,39.01595,-76.55609
Long & Foster Annapolis Bestgate,Office,2.0,,,2.0,,3.0,,8030.0,,2023-12-21,450000.0,1526.0,2.0,,single_family,1947.0,,,False,,,6854520038,385000.0,2962067957,2023-11-30T05:12:52.000000Z,1306 President St,Annapolis,MD,,Anne Arundel,21403,38.961604,-76.494087
Long & Foster Annapolis Fine Homes,Office,3.0,,,3.0,,4.0,2.0,20300.0,,2023-12-20,1195000.0,2433.0,2.0,,single_family,1967.0,,,False,,,6389583843,1050000.0,2962344663,2023-12-08T20:43:43.000000Z,246 Puritan Pl,Annapolis,MD,,Anne Arundel,21409,38.997901,-76.461299
Maryland Realty Connection,Office,2.0,,,1.0,1.0,3.0,,,,2023-12-20,219000.0,1096.0,2.0,condo,condos,1965.0,,False,False,,11500.0,6683514146,218500.0,2958946415,2023-08-22T20:23:03.000000Z,24 Georgetown Ct Unit 24,Annapolis,MD,,Anne Arundel,21403,38.949734,-76.488157
Long & Foster Bethesda All Points,Office,2.0,,,2.0,,2.0,,,,2023-12-18,518444.0,1280.0,1.0,condo,condos,1986.0,,False,False,,25000.0,5989886585,525000.0,2960242026,2023-10-04T16:24:05.000000Z,7004 Channel Village Ct Apt 101,Annapolis,MD,,Anne Arundel,21403,38.960498,-76.474847
Long & Foster Annapolis Fine Homes,Office,2.0,,,2.0,,2.0,,,,2023-12-18,395000.0,1157.0,1.0,condo,condos,2009.0,,,False,,,9966993741,395000.0,2961552445,2023-11-11T05:13:42.000000Z,1505 Broadneck Pl Unit 2-303,Annapolis,MD,,Anne Arundel,21409,39.028557,-76.446632
Exp Realty,Office,2.0,,,2.0,,4.0,,9000.0,,2023-12-15,430000.0,1860.0,3.0,,single_family,1975.0,,False,False,,20000.0,6842015129,430000.0,2960481722,2023-10-12T13:57:24.000000Z,975 Dogwood Tree Dr,Annapolis,MD,,Anne Arundel,21409,39.043083,-76.448033
"Real Broker, LLC",Office,5.0,,,4.0,1.0,4.0,3.0,15865.0,,2023-12-14,895000.0,5766.0,3.0,,single_family,2007.0,,,False,,,6642478323,935000.0,2960055548,2023-09-28T04:18:31.000000Z,903 Scupper Ct,Annapolis,MD,,Anne Arundel,21401,38.973362,-76.584406
Legend Real Estate,Office,3.0,,,2.0,1.0,3.0,1.0,9000.0,,2023-12-13,600000.0,2016.0,3.0,,single_family,1973.0,,,False,,,6152162523,600000.0,2958606213,2023-08-11T23:11:29.000000Z,803 Windgate Dr,Annapolis,MD,,Anne Arundel,21409,39.043627,-76.456845
Compass,Office,2.0,,,2.0,,2.0,,,,2023-12-11,287500.0,1016.0,1.0,condo,condos,1969.0,,,False,,,6264131731,279900.0,2961339349,2023-11-03T18:32:33.000000Z,1101 Primrose Ct Apt 103,Annapolis,MD,,Anne Arundel,21403,38.965042,-76.500183
Berkshire Hathaway HomeServices PenFed Realty,Office,2.0,,,2.0,,2.0,,,,2023-12-08,999999.0,1391.0,2.0,condo,condos,1974.0,,,False,,,6151523927,950000.0,2961613630,2023-11-14T05:14:35.000000Z,10 President Point Dr Unit B3,Annapolis,MD,,Anne Arundel,21403,38.971958,-76.49334
Long & Foster Annapolis Eastport,Office,3.0,,,2.0,1.0,3.0,1.0,2040.0,,2023-12-08,520000.0,2092.0,2.0,townhouse,townhomes,1988.0,,,False,,,5986564047,529900.0,2958376420,2023-08-04T15:41:30.000000Z,1019 Sextant Ct,Annapolis,MD,,Anne Arundel,21401,38.97954,-76.591606
Long & Foster Annapolis Bestgate,Office,1.0,,,1.0,,2.0,,10000.0,,2023-12-08,430000.0,2580.0,2.0,,single_family,1965.0,,False,False,,20000.0,6553960766,449900.0,2960305218,2023-10-06T04:16:41.000000Z,327 Edgemere Dr,Annapolis,MD,,Anne Arundel,21403,38.94187,-76.488286
Long & Foster Annapolis Eastport,Office,3.0,,,3.0,,4.0,2.0,15028.0,,2023-12-08,550000.0,1590.0,2.0,,single_family,1978.0,,,False,,,6737309203,540000.0,2961356544,2023-11-04T03:50:24.000000Z,989 Sherwood Forest Rd,Annapolis,MD,,Anne Arundel,21401,39.015521,-76.565816
Engel & Volkers Annapolis,Office,2.0,,,2.0,,2.0,,,,2023-12-06,343000.0,1103.0,1.0,condo,condos,1987.0,,False,False,,9900.0,9003758152,350000.0,2960431550,2023-10-11T03:55:12.000000Z,1136 Lake Heron Dr Unit 2A,Annapolis,MD,,Anne Arundel,21403,38.956017,-76.475189
Long & Foster Annapolis Fine Homes,Office,2.0,,,1.0,1.0,4.0,,6501.0,,2023-12-05,420000.0,1560.0,3.0,,single_family,1977.0,,,False,,,6072052119,409000.0,2961535923,2023-11-10T20:06:45.000000Z,418 Blossom Tree Ct,Annapolis,MD,,Anne Arundel,21409,39.02769,-76.470112
Redfin Corp,Office,2.0,,,1.0,1.0,2.0,1.0,1826.0,,2023-12-05,999999.0,1361.0,4.0,townhouse,townhomes,1923.0,,,False,,,5464302681,995000.0,2961291198,2023-11-02T15:05:48.000000Z,77 Conduit St,Annapolis,MD,,Anne Arundel,21401,38.975226,-76.492562
Long & Foster Annapolis Fine Homes,Office,1.0,,,1.0,,1.0,,,,2023-12-04,230000.0,858.0,1.0,condo,condos,1978.0,,,False,,,5137153438,225000.0,2961321389,2023-11-03T04:14:35.000000Z,1233 Gemini Dr Apt J,Annapolis,MD,,Anne Arundel,21403,38.961563,-76.506027
"Joseph Walter Realty, LLC",Office,1.0,,,1.0,,3.0,,5227.0,,2024-01-15,32500.0,902.0,2.0,,single_family,1914.0,,True,False,,5000.0,3716016910,34995.0,2962593969,2023-12-16T12:14:28.000000Z,1732 Teel Ave,Lansing,MI,,Ingham,48910,42.713135,-84.551464
Choice Realty LLC,Office,1.0,,,1.0,,2.0,1.0,6098.0,,2024-01-12,132500.0,995.0,,,single_family,1949.0,,,False,,,4475869477,129000.0,2962738927,2023-12-26T14:23:01.000000Z,1212 Poxson Ave,Lansing,MI,,Ingham,48910,42.709858,-84.569312
Keller Williams Realty Lansing-East,Office,2.0,,,1.0,1.0,2.0,,8276.0,,2024-01-12,108000.0,984.0,2.0,,single_family,1924.0,,,False,,,4647341451,113000.0,2962124297,2023-12-01T19:57:31.000000Z,1304 Maryland Ave,Lansing,MI,,Ingham,48906,42.747114,-84.528839
RE MAX Real Estate Professionals,Office,4.0,,,3.0,1.0,4.0,,13939.0,,2024-01-12,402000.0,4410.0,2.0,,single_family,1989.0,,,False,,,3158573865,399900.0,2961924269,2023-11-22T19:06:24.000000Z,2205 Cheltingham Blvd,Lansing,MI,,Eaton,48917,42.757694,-84.632041
"Bellabay Realty, LLC",Office,1.0,,,1.0,,3.0,,2178.0,,2024-01-12,26000.0,1000.0,2.0,,single_family,1910.0,,,False,,,3508408345,32000.0,2962776507,2023-12-28T19:30:22.000000Z,1135 Kingsley Ct,Lansing,MI,,Ingham,48915,42.730623,-84.568865
RE MAX Real Estate Professionals,Office,2.0,,,2.0,,4.0,,9540.0,,2024-01-12,163000.0,,1.0,,single_family,1984.0,,,False,,,3816362721,164900.0,2962002987,2023-11-28T15:09:33.000000Z,3102 W Miller Rd,Lansing,MI,,Ingham,48911,42.669539,-84.592616
Real Estate One 1st LLC,Office,1.0,,,1.0,,3.0,,13939.0,,2024-01-12,140000.0,1028.0,1.0,,single_family,1979.0,,False,False,,10000.0,3358923277,149000.0,2962048127,2023-11-29T18:21:24.000000Z,2431 E Provincial House Dr,Lansing,MI,,Ingham,48910,42.697037,-84.516966
Redfin Corporation,Office,2.0,,,1.0,1.0,3.0,,45738.0,,2024-01-12,300000.0,1954.0,1.0,,single_family,1973.0,,,False,,,4567834119,295000.0,2961531355,2023-11-10T19:19:24.000000Z,5188 W Stoll Rd,Lansing,MI,,Clinton,48906,42.799137,-84.626666
RE MAX Real Estate Professionals,Office,1.0,,,1.0,,2.0,,7841.0,,2024-01-12,110000.0,832.0,1.0,,single_family,1944.0,,,False,,,4976325192,109999.0,2961744338,2023-11-16T19:15:29.000000Z,517 E Paulson St,Lansing,MI,,Ingham,48906,42.764962,-84.545729
Keller Williams Realty Lansing-East,Office,3.0,,,1.0,2.0,3.0,,7492.0,,2024-01-11,175100.0,1015.0,2.0,,single_family,1949.0,,,False,,,4957632210,169900.0,2961977192,2023-11-27T15:36:35.000000Z,1420 Gordon Ave,Lansing,MI,,Ingham,48910,42.709124,-84.571882
Park Terrace,Office,1.0,,,1.0,,2.0,,,,2024-01-10,9900.0,,,,mobile,1991.0,,,False,,,9685599332,9900.0,2962790278,2023-12-29T12:56:02.000000Z,3516 Loveside Ter Unit 414,Lansing,MI,,Ingham,48917,,
Keller Williams Realty Lansing-East,Office,2.0,,,2.0,,3.0,,12197.0,,2024-01-10,204000.0,960.0,1.0,,single_family,1957.0,,,False,,,3403336576,190000.0,2961926048,2023-11-22T20:05:51.000000Z,941 W Thomas L Pkwy,Lansing,MI,,Eaton,48917,42.745304,-84.607525
CENTURY 21 Affiliated-Lansing,Office,3.0,,,2.0,1.0,4.0,,19166.0,,2024-01-09,310000.0,2630.0,2.0,,single_family,1994.0,,True,False,,10100.0,4963311154,299900.0,2960121413,2023-09-29T20:32:41.000000Z,5850 Caleta Dr,Lansing,MI,,Ingham,48911,42.659123,-84.577024
"Coldwell Banker Realty, Michigan - Delta",Office,1.0,,,1.0,,3.0,,39640.0,,2024-01-09,162450.0,1008.0,1.0,,single_family,2003.0,,False,False,,37550.0,3307536477,167450.0,2958858276,2023-08-18T22:47:04.000000Z,1175 W Wieland Rd,Lansing,MI,,Clinton,48906,42.780117,-84.546266
Five Star Real Estate - Lansing Office,Office,3.0,,,3.0,,4.0,,18731.0,,2024-01-09,315000.0,3204.0,2.0,,single_family,1977.0,,,False,,,3604311803,319900.0,2961488268,2023-11-09T16:06:20.000000Z,2921 Clinton Rd,Lansing,MI,,Eaton,48906,42.764005,-84.647898
RE MAX Real Estate Professionals,Office,2.0,,,1.0,1.0,3.0,,4792.0,,2024-01-09,130000.0,1354.0,2.0,,single_family,1922.0,,,False,,,3261186082,127500.0,2962237332,2023-12-05T16:36:26.000000Z,1202 Bement St,Lansing,MI,,Ingham,48912,42.727811,-84.534678
"Coldwell Banker Realty, Michigan - East Lansing",Office,2.0,,,2.0,,3.0,,8276.0,,2024-01-09,197000.0,1921.0,2.0,,single_family,1979.0,,False,False,,4900.0,3484546769,210000.0,2960200400,2023-10-03T14:21:55.000000Z,6029 Ellendale Dr,Lansing,MI,,Ingham,48911,42.670764,-84.555673
RE MAX Real Estate Professionals,Office,1.0,,,1.0,,2.0,,4879.0,,2024-01-09,89900.0,624.0,1.0,,single_family,1949.0,,,False,,,4388965300,89900.0,2959446461,2023-09-07T15:06:33.000000Z,708 Denver St,Lansing,MI,,Ingham,48910,42.702523,-84.542462
